Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallCond,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,QualSF,TotalBath,meanRmsSF
339,20,RL,4.5217885770490405,9.557187177595935,NaN,Reg,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,Mn,ALQ,213,Unf,0,995,GasA,5,Y,SBrkr,0,0,1,0,0,3,1,Typ,0,4,Attchd,RFn,2,3,3,Y,108,45,0,0,0,NaN,Shed,400,5,2006,WD,Normal,12.218500103788143,9.893639216481313,3.0,5.316280066922209
340,20,RL,4.204692619390966,9.425532393502772,NaN,IR1,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,7,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,3,CBlock,2,No,Rec,585,Unf,0,630,GasA,3,Y,FuseA,0,0,0,0,0,3,1,Typ,0,4,Attchd,Unf,1,3,3,Y,0,0,0,0,234,NaN,NaN,0,6,2009,WD,Normal,11.951186847493476,9.587474590316285,1.0,5.31566600488265
341,60,RL,4.454347296253507,9.56043370454936,NaN,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,5,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,No,Unf,0,Unf,0,967,GasA,5,Y,SBrkr,915,0,0,0,1,4,1,Typ,0,4,Attchd,Fin,2,3,3,Y,135,0,0,0,0,NaN,NaN,0,4,2010,WD,Normal,12.220473454337986,10.043292972227004,2.5,5.3612921657094255
342,20,RH,4.110873864173311,9.036106025364846,NaN,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,2,CBlock,2,No,Unf,0,Unf,0,721,GasA,4,Y,SBrkr,0,0,0,0,0,2,1,Typ,0,4,CarPort,Unf,1,3,3,N,250,0,24,0,0,NaN,NaN,0,9,2009,WD,Normal,11.314486721293981,8.740176729929082,1.0,5.353042266237283
343,90,RL,4.248495242049359,9.053101595549691,NaN,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,3,Slab,3,No,Unf,0,Unf,0,0,Wall,2,N,FuseA,0,0,0,0,0,2,2,Typ,0,4,Detchd,Unf,2,3,3,Y,0,0,0,0,0,NaN,NaN,0,5,2006,WD,Normal,11.37940550085183,8.045908742270779,2.0,5.160969175396813
344,120,RL,4.1588830833596715,9.088172738001974,NaN,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,5,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,3,PConc,3,No,GLQ,28,Unf,0,1656,GasA,5,Y,SBrkr,0,0,0,0,0,2,1,Typ,1,5,Attchd,RFn,2,3,3,Y,495,72,0,0,0,NaN,NaN,0,7,2008,WD,Normal,12.491255347155265,10.31933194238916,2.0,5.640724338689064
345,160,RM,3.6109179126442243,7.860570785538664,NaN,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,3,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,CBlock,3,No,Rec,129,BLQ,232,175,GasA,3,Y,SBrkr,576,0,0,0,1,3,1,Typ,0,4,Attchd,Unf,1,3,3,Y,182,0,0,0,0,NaN,NaN,0,4,2010,WD,Normal,11.350418300109132,9.016876974763383,1.5,5.631211781821365
346,50,RL,4.189654742026425,8.769662508112274,NaN,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,3,No,Unf,0,Unf,0,972,GasA,4,Y,SBrkr,605,0,0,0,0,3,1,Typ,1,4,Detchd,Unf,1,3,3,Y,0,0,0,0,0,NaN,NaN,0,10,2006,WD,Normal,11.850832386224807,9.635281256585003,1.0,5.575317590652957
347,20,RL,4.248495242049359,9.455088847042777,NaN,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,4,CBlock,3,Mn,BLQ,498,Unf,0,460,GasA,3,Y,SBrkr,0,0,0,0,0,2,1,Typ,0,4,Attchd,RFn,1,3,3,Y,0,0,0,0,0,NaN,Gar2,15500,4,2007,WD,Normal,11.928347504569842,9.34984141075374,1.0,5.260615499364025
348,20,RL,4.248495242049359,9.77571099759397,NaN,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,3,CBlock,3,No,BLQ,1270,Unf,0,208,GasA,5,Y,FuseA,0,0,1,0,0,3,1,Typ,2,4,Attchd,Unf,2,3,3,Y,0,40,0,0,0,NaN,NaN,0,12,2009,WD,Normal,11.967187086434018,9.783408132205587,3.0,5.51073695449927
349,160,RL,3.6109179126442243,7.803435056952168,NaN,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,5,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,3,PConc,3,No,GLQ,573,Unf,0,191,GasA,5,Y,SBrkr,862,0,1,0,1,2,1,Typ,0,4,BuiltIn,RFn,2,3,3,Y,0,27,0,0,0,NaN,NaN,0,10,2008,WD,Normal,11.944714374881176,9.725018565057663,3.5,5.605802066295998
350,60,RL,4.04305126783455,9.92485757827232,NaN,IR2,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,5,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,3,PConc,3,No,GLQ,1410,Unf,0,438,GasA,5,Y,SBrkr,880,0,1,0,1,4,1,Typ,2,5,Attchd,Fin,3,3,3,Y,0,0,0,0,0,NaN,NaN,0,4,2006,New,Partial,12.988043102265232,10.62582939137535,3.5,5.612397912854348
351,120,RL,4.23410650459726,8.964567702601611,NaN,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,5,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,3,PConc,3,No,Unf,0,Unf,0,1869,GasA,5,Y,SBrkr,0,0,0,0,0,2,1,Typ,1,4,Attchd,RFn,2,3,3,Y,210,54,0,0,0,NaN,NaN,0,12,2007,New,Partial,12.670001611311875,10.423560289658782,2.0,5.744604469176457
352,120,RL,4.248495242049359,8.570165076182343,NaN,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,Gd,GLQ,1082,Unf,0,371,GasA,4,Y,SBrkr,0,0,1,0,1,2,1,Typ,1,3,Attchd,RFn,2,3,3,Y,0,80,0,0,184,NaN,NaN,0,12,2006,WD,Abnorml,12.154784614286667,9.920492151351953,2.5,5.493747079294731
353,50,RL,4.110873864173311,9.114379980830272,NaN,Reg,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,2,Mn,LwQ,236,Rec,380,0,GasA,3,N,SBrkr,495,0,0,1,0,3,1,Typ,0,4,Detchd,Unf,1,3,2,Y,48,0,0,0,0,NaN,NaN,0,3,2008,ConLw,Normal,11.461642696843066,9.063694791634697,1.5,5.408068230507156
354,30,RM,4.110873864173311,9.050288983827956,NaN,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,8,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,BrkTil,3,No,Unf,0,Unf,0,624,GasA,4,Y,SBrkr,0,0,0,0,0,2,1,Typ,0,4,Detchd,Unf,2,3,3,Y,106,0,0,0,0,NaN,NaN,0,5,2010,WD,Normal,11.570259974415547,8.99528899055931,1.0,4.976733742420574
355,50,RL,4.110873864173311,9.036106025364846,NaN,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,2000,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,3,CBlock,3,No,LwQ,388,Unf,0,552,GasA,5,Y,SBrkr,403,0,0,0,0,2,1,Typ,2,4,Attchd,Unf,1,3,3,Y,0,0,108,0,0,NaN,NaN,0,6,2006,WD,Normal,11.849404844423074,9.629774129311743,1.0,5.58662424376866
356,20,RL,4.663439094112067,9.328123407632566,NaN,IR2,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,No,ALQ,334,BLQ,544,322,GasA,5,Y,SBrkr,0,0,1,0,0,3,1,Typ,0,4,Attchd,RFn,2,3,3,Y,0,26,0,0,0,NaN,NaN,0,8,2007,WD,Normal,12.086731521684555,9.575052927597383,3.0,5.303304908059076
357,20,RL,4.248495242049359,9.13227071655426,NaN,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106.0,3,PConc,3,No,GLQ,560,Unf,0,598,GasA,4,Y,SBrkr,0,0,1,0,0,3,1,Typ,0,4,Attchd,RFn,2,3,3,Y,120,26,0,0,0,NaN,NaN,0,7,2009,WD,Normal,12.06105265381003,9.543306469268108,3.0,5.27556037942542
358,120,RM,3.8066624897703196,8.348774539791274,NaN,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,PConc,3,No,ALQ,874,Unf,0,268,GasA,3,Y,SBrkr,0,0,1,0,1,3,1,Typ,1,1,Attchd,Fin,2,3,3,Y,536,90,0,0,0,MnPrv,NaN,0,8,2007,WD,Normal,11.80560254159177,9.343209045050607,2.5,5.254017107651457
359,80,RL,4.532599493153256,8.843759381917984,NaN,IR1,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,4,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,3,CBlock,3,Av,BLQ,300,Rec,294,468,GasA,5,Y,FuseF,0,0,0,1,0,3,1,Min2,0,4,BuiltIn,Unf,1,3,3,Y,168,0,294,0,0,NaN,NaN,0,7,2006,WD,Abnorml,11.775297421715827,9.398561160701128,1.5,5.422008838890586
360,60,RL,4.3694478524670215,9.39366142910322,NaN,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,5,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,3,PConc,3,Av,GLQ,956,Unf,0,130,GasA,5,Y,SBrkr,838,0,1,0,1,3,1,Typ,1,3,Attchd,RFn,2,3,3,Y,208,75,0,0,374,NaN,NaN,0,6,2006,WD,Normal,12.54254845357358,10.089178426799686,3.5,5.619883133373201
361,85,RL,4.248495242049359,8.928110078202646,NaN,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,3,Av,GLQ,773,Unf,0,115,GasA,5,Y,SBrkr,0,0,1,0,0,2,1,Typ,1,3,Attchd,RFn,2,3,3,Y,0,0,0,0,192,MnPrv,NaN,0,6,2007,WD,Normal,11.957617696467539,9.287394001418473,2.0,5.211669559822364
362,50,RL,4.248495242049359,9.120962560824966,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,No,Rec,399,Unf,0,484,GasA,4,Y,SBrkr,517,0,1,0,0,3,1,Typ,0,4,Detchd,Unf,1,3,3,N,0,0,0,0,0,NaN,NaN,0,7,2008,WD,Normal,11.884495917930655,9.387733135533384,2.0,5.24240817210852
363,85,RL,4.174387269895637,8.895903562215581,NaN,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,3,Slab,3,No,Unf,0,Unf,0,0,GasA,5,Y,SBrkr,1427,0,0,0,0,4,1,Typ,1,5,BuiltIn,RFn,2,3,3,Y,0,0,177,0,0,NaN,NaN,0,7,2009,ConLD,Normal,12.198549416880068,9.507106063161006,3.0,5.618846863850416
364,160,RM,3.091042453358316,7.427144133408616,NaN,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,8,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,3,CBlock,3,No,ALQ,162,Unf,0,321,GasA,4,Y,SBrkr,504,0,0,0,1,2,1,Typ,0,4,Detchd,Unf,1,3,3,Y,250,0,0,0,0,NaN,NaN,0,5,2009,WD,Normal,11.678448377988165,9.084890521258767,1.5,5.290285194850773
365,60,RL,4.248495242049359,9.841665338892785,NaN,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,5,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,3,PConc,3,Mn,GLQ,712,Unf,0,84,GasA,3,Y,SBrkr,784,0,1,0,1,3,1,Typ,1,3,Attchd,Fin,2,3,3,Y,306,111,0,0,0,NaN,NaN,0,7,2006,WD,Normal,12.154784614286667,9.562475024372697,3.5,5.573420656792957
366,70,RM,4.0943445622221,9.2771575450135,NaN,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,7,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,CBlock,2,No,Rec,456,Unf,0,216,GasA,4,Y,FuseA,672,0,0,0,0,3,1,Typ,0,4,Detchd,Unf,1,3,2,Y,0,128,218,0,0,NaN,NaN,0,7,2009,WD,Normal,11.898194668458823,9.218407743053941,1.0,5.41610040220442
367,20,RL,4.248495242049359,9.15915233520675,NaN,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1963,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,3,CBlock,3,No,BLQ,609,Unf,0,785,GasA,4,Y,SBrkr,0,0,1,0,1,3,1,Typ,2,4,Attchd,RFn,2,3,3,Y,0,76,0,0,185,NaN,NaN,0,7,2009,WD,Normal,11.976665770490767,9.72489901933128,2.5,5.452468046375295
368,80,RL,4.624972813284271,9.121618441915379,NaN,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,3,CBlock,3,Gd,GLQ,371,Unf,0,728,GasA,4,Y,SBrkr,0,0,0,1,0,3,1,Typ,1,4,Basment,RFn,1,3,3,Y,64,110,0,0,0,NaN,NaN,0,12,2008,WD,Normal,12.013706813470414,9.627799924932715,1.5,5.4785534168509695
369,20,RL,4.3694478524670215,8.962007209588313,NaN,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,3,PConc,3,No,LwQ,540,Unf,0,728,GasA,4,Y,SBrkr,0,0,0,0,0,2,1,Typ,1,4,Attchd,Fin,1,3,3,Y,0,98,0,0,0,NaN,NaN,0,3,2010,WD,Normal,11.790564777297387,9.447860089234899,1.0,5.204791308537213
370,20,RL,4.248495242049359,9.193295937366925,NaN,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,CBlock,3,No,ALQ,72,Rec,258,733,GasA,5,Y,SBrkr,0,0,1,0,0,3,1,Typ,1,4,Detchd,Fin,2,3,3,Y,364,17,0,0,182,NaN,NaN,0,3,2010,WD,Normal,11.995357787034976,9.371693622333941,2.0,5.219583326005533
371,60,RL,4.248495242049359,9.002331708246244,NaN,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,No,Unf,0,Unf,0,953,GasA,5,Y,SBrkr,711,0,0,0,1,3,1,Typ,1,3,Attchd,RFn,2,3,3,Y,100,40,0,0,0,NaN,NaN,0,1,2006,WD,Normal,12.057578437658945,9.661607055884954,2.5,5.475267379540081
372,50,RL,4.394449154672439,9.748061059204817,NaN,Reg,Lvl,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,1959,Gable,CompShg,WdShing,Plywood,None,0.0,3,CBlock,3,No,Unf,0,Unf,0,0,GasA,3,Y,SBrkr,468,0,0,0,0,4,1,Min2,1,4,Detchd,Fin,2,3,3,N,0,59,0,0,0,NaN,NaN,0,7,2008,WD,Normal,11.808821212646512,8.756682421266532,2.0,5.428718866163631
373,120,RL,3.9318256327243257,8.878497403738631,NaN,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,5,1984,Gable,CompShg,Plywood,Plywood,None,0.0,3,CBlock,3,No,ALQ,623,LwQ,121,0,GasA,3,Y,SBrkr,0,0,1,0,0,2,1,Typ,0,4,Attchd,Unf,1,3,3,Y,353,0,0,0,90,MnPrv,NaN,0,2,2010,WD,Normal,11.736077016252437,9.10242102975669,2.0,5.241747015059643
374,20,RL,4.382026634673881,9.271905727634337,NaN,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,PConc,3,No,BLQ,428,LwQ,180,0,GasA,3,Y,SBrkr,0,0,1,0,0,3,1,Min2,0,4,Attchd,Unf,1,3,3,Y,66,0,0,0,0,GdWo,NaN,0,11,2009,WD,Normal,11.719947764402807,9.173261363734762,2.0,5.578974824062853
375,60,RL,4.189654742026425,9.012011377036412,NaN,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,No,Unf,0,Unf,0,847,GasA,5,Y,SBrkr,1081,0,0,0,1,4,1,Typ,1,4,BuiltIn,Fin,2,3,3,Y,100,48,0,0,0,NaN,NaN,0,7,2007,WD,Normal,12.299112067295642,9.874367653962276,2.5,5.488937726156687
376,30,RL,4.248495242049359,9.212438170058329,NaN,IR1,Low,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,BrkTil,1,Gd,BLQ,350,Unf,0,333,GasA,4,N,FuseA,0,0,1,0,1,1,1,Maj1,0,4,Attchd,Unf,0,3,3,Y,0,0,0,0,0,NaN,NaN,0,3,2009,WD,Normal,11.0186455364637,7.370230641807081,1.5,5.424950017481403
377,85,RL,4.060443010546419,9.087833697483386,NaN,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,Av,GLQ,298,Unf,0,572,GasA,5,Y,SBrkr,0,0,0,0,0,2,1,Typ,0,4,Detchd,Unf,2,3,3,Y,0,0,0,0,0,NaN,NaN,0,7,2006,WD,Normal,11.904974309480183,9.096163326913784,1.0,5.213848209921586
378,60,FV,4.634728988229636,9.318656515459642,NaN,IR1,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,PConc,3,No,Unf,0,Unf,0,1580,GasA,5,Y,SBrkr,886,0,0,0,0,4,1,Typ,1,4,Attchd,RFn,2,3,3,Y,159,214,0,0,0,NaN,NaN,0,12,2007,WD,Normal,12.73670383776449,10.38495645364112,3.0,5.734150011272598
379,20,RL,4.48863636973214,9.340929941679784,NaN,Reg,Lvl,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,2,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,3,PConc,3,Av,GLQ,1445,Unf,0,411,GasA,5,Y,SBrkr,0,0,1,0,1,1,1,Typ,1,5,Attchd,Fin,3,3,3,Y,113,0,0,0,0,NaN,NaN,0,6,2010,New,Partial,12.885204569609956,10.41658060374452,2.5,5.4510384535657
380,60,RL,4.110873864173311,9.002577922700276,NaN,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,3,PConc,3,No,Unf,0,Unf,0,982,GasA,5,Y,SBrkr,793,0,0,0,1,3,1,Typ,1,3,Attchd,Fin,2,3,3,Y,100,63,0,0,0,NaN,NaN,0,6,2009,WD,Normal,12.095146671399466,9.722744748855389,2.5,5.553513141536915
381,50,RL,3.9318256327243257,8.517393171418904,Pave,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,BrkTil,3,No,LwQ,218,Unf,0,808,GasA,3,Y,SBrkr,665,0,0,0,0,3,1,Typ,1,4,Detchd,Unf,1,3,3,Y,0,0,242,0,0,NaN,NaN,0,5,2010,WD,Normal,11.751950239425476,9.516795129751248,2.0,5.644857796006171
382,20,FV,4.110873864173311,8.881975184248867,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,No,Unf,0,Unf,0,1293,GasA,5,Y,SBrkr,0,0,1,0,0,2,1,Typ,1,4,Attchd,RFn,2,3,3,Y,216,121,0,0,0,NaN,NaN,0,8,2006,New,Partial,12.142871895843887,9.806921584559797,3.0,5.565286397402276
383,60,RL,4.382026634673881,9.13194630454817,NaN,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,Av,Unf,0,Unf,0,939,GasA,5,Y,SBrkr,858,0,0,0,1,3,1,Typ,0,4,Attchd,RFn,2,3,3,Y,144,53,0,0,0,NaN,NaN,0,4,2007,WD,Normal,12.271396795480596,9.860214640302662,2.5,5.418874329087146
384,45,RH,4.110873864173311,9.105090961257085,NaN,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1.5Unf,3,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,2,No,Unf,0,Unf,0,784,GasA,3,N,FuseA,0,0,0,0,0,2,1,Typ,0,4,Detchd,Unf,2,2,2,N,0,0,91,0,0,NaN,NaN,0,10,2009,WD,Normal,11.23850177707664,9.149421957006766,1.0,5.061328408411774
385,60,RL,4.248495242049359,10.880082855015793,NaN,IR2,Low,Corner,Mod,ClearCr,Feedr,Norm,1Fam,2Story,5,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,PConc,3,Av,GLQ,985,Unf,0,595,GasA,5,Y,SBrkr,874,0,1,0,1,3,1,Typ,2,2,Attchd,Fin,2,3,3,Y,216,231,0,0,0,NaN,NaN,0,6,2007,WD,Normal,12.388398368982115,9.961709289736252,3.5,5.384495062789089
386,120,RL,3.784189633918261,8.065579427282092,NaN,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,3,PConc,3,No,GLQ,24,Unf,0,1232,GasA,5,Y,SBrkr,0,0,0,0,0,2,1,Typ,1,3,Attchd,Fin,2,3,3,Y,146,20,0,0,144,NaN,NaN,0,4,2010,WD,Normal,12.165255859329688,9.913487387114461,2.0,5.358941988364472
387,50,RL,4.07753744390572,9.037295651962438,NaN,Reg,Lvl,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,3,1996,Gambrel,CompShg,Wd Sdng,VinylSd,None,0.0,2,PConc,3,No,Unf,0,Unf,0,658,GasA,3,Y,SBrkr,526,0,0,0,0,5,1,Typ,0,4,Attchd,Unf,0,3,3,N,0,151,0,0,0,NaN,NaN,0,5,2006,WD,AdjLand,11.302216779257382,9.128153700988236,1.0,5.003946305945459
388,80,RL,4.290459441148391,8.881975184248867,NaN,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,3,CBlock,3,Av,ALQ,631,Unf,0,410,GasA,5,Y,SBrkr,0,0,1,0,0,3,1,Typ,1,2,Detchd,Unf,1,3,3,Y,296,0,0,0,0,GdWo,NaN,0,10,2009,WD,Abnorml,11.736077016252437,9.47247384058159,2.0,5.2390980068880655
389,20,RL,4.543294782270004,9.146654820290049,NaN,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,3,PConc,3,No,Unf,0,Unf,0,1468,GasA,5,Y,SBrkr,0,0,0,0,0,3,1,Typ,0,4,Attchd,RFn,2,3,3,Y,120,25,0,0,0,NaN,NaN,0,7,2008,WD,Normal,12.160033942617156,9.934501606065297,2.0,5.511410582008745
390,60,RL,4.574710978503383,9.431481920619719,NaN,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,5,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,3,PConc,3,Av,GLQ,1280,Unf,0,402,GasA,5,Y,SBrkr,590,0,1,0,1,3,1,Typ,1,5,BuiltIn,Fin,3,3,3,Y,196,134,0,0,0,NaN,NaN,0,8,2008,New,Partial,12.962196972666593,10.600153534845193,3.5,5.561108890154691
391,50,RL,3.9318256327243257,9.036701015565063,Grvl,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,8,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,4,No,Rec,241,BLQ,391,229,GasA,5,Y,SBrkr,406,0,1,0,0,4,1,Typ,0,4,Detchd,Unf,1,3,3,Y,0,130,112,0,0,MnPrv,NaN,0,4,2008,WD,Normal,11.686887175419702,9.318387276059317,2.0,5.279571323726981
392,60,RL,4.276666119016055,9.41001056710475,NaN,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,No,ALQ,690,Unf,0,114,GasA,5,Y,SBrkr,1157,0,1,0,1,3,1,Typ,1,3,BuiltIn,Fin,2,3,3,Y,125,192,0,0,0,NaN,NaN,0,6,2009,WD,Normal,12.278397958261774,9.716615658643356,3.5,5.638862928556885
393,20,RL,4.248495242049359,9.028818495352793,NaN,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,Slab,3,No,Unf,0,Unf,0,0,GasA,3,Y,SBrkr,0,0,0,0,0,3,1,Typ,0,4,Attchd,RFn,1,3,3,Y,0,0,0,0,0,MnPrv,Shed,1200,7,2007,WD,Normal,11.575909653758895,8.39185670010494,1.0,5.178407069875479
